tweet,clean_tweet,emotion
" #16: @Mark Reel ed ""In the Royal again (third week in a row) and again I would be in a blind panic if it wasn't for the gentle and warm manner of the nurses who have helped my mum.""",mark reel royal third week row would blind panic wasnt gentle warm manner mum,fear
" #17: @💧Rosa NF ed ""RT @EVERALDATLARGE: My recent prediction that #Shorten will win 90 seats in Australian #Election is wrong. He will win close to 100. #Polls…""",recent prediction shorten win election wrong win close,fear
" #18: @Tess ed ""RT @KrisRey19: ⭐ARC GIVEAWAY of THE SPINNER OF DREAMS!⭐If you like cursed cinnamon roll girls w/anxiety & panic; gay gentleman foxes; magic…""",giveaway spinner like cursed cinnamon roll panic gay gentleman,fear
" #20: @Sander👀/ Bastille gives me joy ed ""I'm looking for some new Bas and Panic! mutuals. I would love to meet some new people! ☺️""",bastille joy looking new panic would love meet new people,fear
" #21: @Le Grove ed ""I penned this 2 days after we hired Emery in the summer. Most of it pretty bang on, though some of the positive I'd hoped for didn't really materialise consistently.https://t.co/OUOVw2k0XJ""",grove day hired emery summer pretty bang though positive hoped didnt really consistently,fear
" #22: @GrandmaWWatson1⭐️⭐️⭐️ ed ""RT @intheMatrixxx: Are you shocked by this? Dragging the AG into an ILLEGAL court, in cuffs? Up to Nadler?  This is FULL BLOWN PANIC MODE.…""",dragging illegal court full blown panic,fear
" #23: @mira✨ @ DoKomi ed ""@11moji Tbhhh I've become a sucker for proposal scenarios djjsjd just them going into gay panic even tho they've been dating for years...... Speaking fondly of their s/o while looking for a ring..... Tears me up man""",become sucker proposal going gay panic even tho dating speaking fondly looking ring man,fear
" #24: @The Opposite of Medium ed ""make. It’s a never-ending cycle. If you pay workers more, you have to raise prices or the value of the company goes down in the shareholders eye and they panic and sell. Pretty soon everything will be mega-expensive and then super-inflation starts because then govt starts....""",opposite medium make cycle pay raise value company eye panic sell pretty soon everything,fear
" #25: @Tim Kahanek ed ""RT @intheMatrixxx: Are you shocked by this? Dragging the AG into an ILLEGAL court, in cuffs? Up to Nadler?  This is FULL BLOWN PANIC MODE.…""",dragging illegal court full blown panic,fear
" #26: @Elam ed ""@AxelDiamandis @dumbbitchkuu @on_bicycle @higitsunes Next time Eve comes in I have a feeling she will ask for her usual, leaving Akali to heavily panic.""",next time eve come feeling ask usual leaving heavily panic,fear
" #27: @stats4trump ed ""RT @intheMatrixxx: Are you shocked by this? Dragging the AG into an ILLEGAL court, in cuffs? Up to Nadler?  This is FULL BLOWN PANIC MODE.…""",dragging illegal court full blown panic,fear
" #28: @Nicole Tompkins💛 ed ""RT @DisorderSad: Please do NOT date someone with depression or anxiety or any mental illness and expect the illness to go away. Don’t say “…""",please date someone depression anxiety mental illness expect illness away say,fear
" #29: @Sara Rodriguez ed ""i know i have been a fan of literally everyone and everything but panic's music and brendon mean A Lot™️ to me and i'm really proud of him.""",know fan literally everyone everything music mean really,fear
" #31: @DeplorableRedneck ✝ 🇺🇲🇶 ☕ ed ""RT @intheMatrixxx: Are you shocked by this? Dragging the AG into an ILLEGAL court, in cuffs? Up to Nadler?  This is FULL BLOWN PANIC MODE.…""",dragging illegal court full blown panic,fear
" #32: @Jonathan Lowell ed ""RT @intheMatrixxx: Are you shocked by this? Dragging the AG into an ILLEGAL court, in cuffs? Up to Nadler?  This is FULL BLOWN PANIC MODE.…""",dragging illegal court full blown panic,fear
" #34: @VoodooRue ed ""RT @jdmaccoby: PRO TIP: The best way to seem innocent is to declare your innocence randomly and with rising panic for two and a half years""",pro tip best way seem innocent declare innocence randomly rising panic two half,fear
" #35: @Benedict 🌹✊🏳️‍🌈🌐 ed ""RT @thelittleleftie: New blog post about canvassing! From panic attacks, to doorsteps, it has been an amazing experience that has made me m…""",benedict new post panic amazing experience made,fear
" #36: @The Barron ed ""RT @UnbalancedMemes: I'm no expert but i sensed some panic in the pyro barber there... https://t.co/CUkE7O361o""",expert sensed panic pyro barber,fear
" #37: @Katelynn☂️ ed ""RT @rocksound: Relive Panic! At The Disco's Pray For The Wicked tour with a special live poster special! It's exclusively available inside…""",relive panic pray wicked tour special live poster special exclusively available,fear
" #39: @🌙 ed ""RT @hatttiegladwell: Hands up if you’ve ever had any of the following due to mental illness:- an anxiety/panic attack that’s felt like a…""",ever following due mental illness attack felt like,fear
" #40: @Amy ed ""@Sealkitten Try not to panic. I had neuro issues related to ME/CFS for several years including blackouts and severe tremors. My inbox is always open if you need to chat to someone who’s been there. 💕💕💕""",amy try panic related several severe always open need chat someone,fear
" #41: @aisha with luv ed ""RT @hatttiegladwell: Hands up if you’ve ever had any of the following due to mental illness:- an anxiety/panic attack that’s felt like a…""",ever following due mental illness attack felt like,fear
" #42: @steffi ☯ ed ""RT @hatttiegladwell: Hands up if you’ve ever had any of the following due to mental illness:- an anxiety/panic attack that’s felt like a…""",ever following due mental illness attack felt like,fear
" #44: @caitlin ❤️ baek ed ""@ty_panic cRYING I AM CRYING WEE WOO WEE WOO""",cry cry wee woo wee woo,fear
" #45: @Sylvain Perron ed ""RT @BjornLomborg: As panic on climate change once again crescendos, it is perhaps worth remembering that we've been here many times before…""",perron panic climate change perhaps worth weve many time,fear
" #46: @Rhys ed ""RT @UnbalancedMemes: I'm no expert but i sensed some panic in the pyro barber there... https://t.co/CUkE7O361o""",expert sensed panic pyro barber,fear
" #47: @lily ed ""just had a panic attack on the floor in asda bye""",lily panic attack floor bye,fear
" #48: @Nadeem Ahmed ed ""RT @thelittleleftie: New blog post about canvassing! From panic attacks, to doorsteps, it has been an amazing experience that has made me m…""",new post panic amazing experience made,fear
" #50: @✨ ed ""RT @hatttiegladwell: Hands up if you’ve ever had any of the following due to mental illness:- an anxiety/panic attack that’s felt like a…""",ever following due mental illness attack felt like,fear
" #51: @Sofíeeeeé ed ""RT @lenalovesher: so like... with the almost-reveal panic i didn't notice before, but can we talk about how there's a bucket with champagne…""",like panic didnt notice talk there bucket,fear
" #52: @The Magnum Mutt ed ""@capeandcowell Oh my gosh! a 5.5F increase in average winter temp is going to DESTROY THE WORLD! EVERYBODY PANIC and write checks now.""",magnum mutt gosh increase average winter temp going destroy world everybody panic write,fear
" #53: @Thank U, Next ed ""Feliz porque falta 150 pro show do Panic! e triste também porque hoje é o dia de pagar o ingresso""",thank next pro show panic,fear
" #54: @Joe Gale ed ""The good ole boy establishment insiders are in full out panic mode over the Gale Brothers’ ticket for Montgomery Co Commissioner.While the swamp desperately attempt to distort my record as County Commissioner, Sean Gale and I continue to take our message directly to the people. https://t.co/BlET2W1SDq""",joe gale good boy establishment full panic mode gale ticket swamp desperately attempt distort record county commissioner gale continue take message directly people,fear
" #55: @R. ed ""My car is small SMALL but I still have a moment of panic where I think the garage door is going to close on it. 🤦🏻‍♀️""",car small small still moment panic think garage door going close,fear
" #56: @Larry Weidel ed ""Our choice on every event: start early and be relaxed or start late and be in a panic. #MondayMotivation""",larry choice every event start early relaxed start late panic,fear
" #57: @Melyxha King ed ""RT @OkechD_: Sudhir has made Bank of Uganda panic  now they trying to look left right even where seems to be no way but only reap what they…""",king made bank panic trying look left right even way reap,fear
" #58: @snoopyanalyst ed ""RT @intheMatrixxx: Are you shocked by this? Dragging the AG into an ILLEGAL court, in cuffs? Up to Nadler?  This is FULL BLOWN PANIC MODE.…""",dragging illegal court full blown panic,fear
" #59: @Star ed ""RT @SnajeyArt: Happy Merm Dads (+Zashi with a little panic attack) #erasermic https://t.co/F8nV9nwCTl""",star happy little panic attack,fear
" #60: @man me a sand ed ""RT @CrystalCries: go ahead say that ryan ross is broke and works at pizza hut or whatever but that bitch wrote the best two panic albums th…""",man sand ahead say ross broke work pizza hut whatever bitch wrote best two panic,fear
" #61: @Snap Boogie Lady Monroe-Meyhive ed ""RT @scobie: This means Harry will only fly in for the @InvictusGamesNL countdown launch on Thursday. The decision has nothing to do with Ba…""",snap lady harry fly launch decision nothing,fear
" #62: @caitlin ❤️ baek ed ""@ty_panic aEIDJSK STOP I LOVE THAT I LOVE PICNICS I LOVE SPRING""",stop love love love spring,fear
" #63: @☔️Phillip Somerville ed ""RT @BjornLomborg: As panic on climate change once again crescendos, it is perhaps worth remembering that we've been here many times before…""",panic climate change perhaps worth weve many time,fear
" #65: @Aman ed ""RT @JaiveerShergill: For past 5 years PM Modi was on “Flight Mode” today in 7 phases of Election he is in “Panic Mode” ; link to my media b…""",past today phase election link medium,fear
" #66: @Niki Lenz ed ""RT @KrisRey19: ⭐ARC GIVEAWAY of THE SPINNER OF DREAMS!⭐If you like cursed cinnamon roll girls w/anxiety & panic; gay gentleman foxes; magic…""",giveaway spinner like cursed cinnamon roll panic gay gentleman,fear
" #68: @Jay Peppers ed ""RT @KrisRey19: ⭐ARC GIVEAWAY of THE SPINNER OF DREAMS!⭐If you like cursed cinnamon roll girls w/anxiety & panic; gay gentleman foxes; magic…""",jay giveaway spinner like cursed cinnamon roll panic gay gentleman,fear
" #69: @Anita Mae Aguilar ed ""Litterally woke up in the middle of the night having a panic attack realizing I left my leftover carnitas taco and rice at the restaurant last night.... anyone that knows me knows how much this hurts me.""",mae woke middle night panic attack realizing left leftover rice restaurant last night anyone much,fear
" #70: @colleen may ed ""RT @intheMatrixxx: Are you shocked by this? Dragging the AG into an ILLEGAL court, in cuffs? Up to Nadler?  This is FULL BLOWN PANIC MODE.…""",colleen may dragging illegal court full blown panic,fear
" #73: @Ike Amadi | #dsmentor ed ""RT @TheLAfamily: Panic broke out in the camp, in the field, and among all the troops. Even those in the fort and the raiders shook with fea…""",panic broke camp field among even fort shook,fear
" #1: @j ed ""RT @shininghaechan: Jisung who got a scare from Chenle who was wearing a mask 🤣https://t.co/X3L0pmZtH2""",got scare wearing mask,fear
" #2: @chan 🍰。 ed ""RT @shininghaechan: Jisung who got a scare from Chenle who was wearing a mask 🤣https://t.co/X3L0pmZtH2""",got scare wearing mask,fear
" #3: @Lake views ed ""@samanthamaiden Morrison question is specific & measurable. The question to Shorten is subjective & speculative based on surveys on a small number of people. Government isn’t run by one person. Shorten question is dumb and used by people to scare or don’t know how our Government works. #auspoll""",lake question specific measurable question shorten subjective speculative based small number people government run one person shorten question dumb used people scare know government work,fear
" #4: @𝐧𝐨𝐭 𝐇𝐎𝐋𝐄𝐘 ed ""But i got issues. Marriage life scares me to death, but get around guys scare me the most.""",got marriage life death get around scare,fear
